shardID,t,queueSize
5,0,131
2,-0.00019884109497070312,226
0,0.0003132820129394531,472
7,0.0008795261383056641,333
3,0.0009627342224121094,514
1,0.0012459754943847656,405
6,0.0010077953338623047,352
4,0.0013964176177978516,567
2,1.0010156631469727,400
6,1.0012342929840088,603
5,1.0012595653533936,168
3,1.0016179084777832,598
7,1.0018348693847656,671
0,1.0023887157440186,971
4,1.0027656555175781,1123
1,1.0031418800354004,666
2,2.001657247543335,798
5,2.0022966861724854,262
0,2.0027904510498047,1386
7,2.003627061843872,977
3,2.003082036972046,1162
6,2.002314805984497,919
1,2.004431962966919,1052
4,2.004626750946045,1644
5,3.002603054046631,262
2,3.002192258834839,942
0,3.0042436122894287,1801
3,3.0039989948272705,1318
7,3.004603624343872,1285
6,3.00431752204895,1262
1,3.0057613849639893,1356
4,3.0062782764434814,2175
2,4.002522945404053,1045
5,4.0041491985321045,219
3,4.005150556564331,1669
0,4.004520416259766,2176
7,4.005799055099487,1483
6,4.006048679351807,1619
1,4.00714635848999,1817
4,4.0074543952941895,2574
2,5.003471612930298,1074
0,5.005291700363159,2509
5,5.00493860244751,275
3,5.005291700363159,1883
7,5.006281614303589,1789
1,5.007827997207642,2090
6,5.008087396621704,1940
4,5.008699178695679,3244
2,6.003762722015381,1283
5,6.0060646533966064,383
3,6.005879640579224,2317
0,6.0066914558410645,3063
1,6.009411096572876,2533
4,6.009425640106201,3725
7,6.00788950920105,2100
6,6.0093512535095215,2400
2,7.004659652709961,1407
5,7.0070860385894775,426
3,7.007066011428833,2558
0,7.007332801818848,3415
7,7.008602142333984,2395
4,7.010916233062744,4318
6,7.01016092300415,2663
1,7.010378837585449,2823
2,8.005780696868896,1503
3,8.00765323638916,2816
5,8.008402347564697,446
0,8.009149312973022,3858
7,8.00986099243164,2677
1,8.010814428329468,3201
6,8.01136326789856,2927
4,8.012065649032593,4777
2,9.006653547286987,1580
3,9.008581399917603,3188
0,9.009493112564087,4211
5,9.009814262390137,446
7,9.010677099227905,2951
1,9.011664390563965,3536
4,9.013486862182617,5297
6,9.01261830329895,3196
7,10.011743068695068,3416
1,10.012495040893555,3948
6,10.013415575027466,3549
4,10.014814376831055,5947
0,10.010464668273926,4849
2,10.007579565048218,1751
3,10.008664608001709,3362
5,10.010767459869385,583
2,11.008454084396362,1856
3,11.009061813354492,3827
5,11.011861801147461,581
7,11.01218318939209,3684
0,11.012397766113281,5295
1,11.013582468032837,4251
6,11.014212846755981,3772
4,11.016246557235718,6340
3,12.009556531906128,3945
2,12.00976276397705,1905
5,12.013586282730103,606
7,12.013862371444702,4035
4,12.016341924667358,6876
6,12.016033172607422,4073
0,12.017149209976196,5862
1,12.022213220596313,4504
2,13.010672807693481,2030
3,13.00994086265564,4428
5,13.014058828353882,593
7,13.014767169952393,4273
6,13.017577648162842,4338
